ID,URL,About,OrganisationInformation,Overview,Eligibility,Application
2122,https://www.mastersportal.com/scholarships/246/eesti-energia-as-bachelors-andor-masters-study-scholarship.html,"About
Tallinn University of Technology offers a wide range of scholarships for undergraduate students.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
One off payment of EUR 1,500 or EUR 2,000
Scholarship coverage
Unknown
Description
The Engineering Study Scholarship of Eesti Energia AS is intended up to 15 successful TalTech bachelor’s and/or master’s study student of the School of Engineering, who meets the requirements.
Applicable programmes
Design and Technology Futures
Tallinn University of Technology (TalTech)
Tallinn, Estonia
Technology of Wood, Plastic and Textiles
Tallinn University of Technology (TalTech)
Tallinn, Estonia
Design and Technology Futures
Estonian Academy of Arts (EKA)
Tallinn, Estonia
Benefits
The amount of the bachelor’s study scholarship is 1,500 EUROS and the amount of the master’s study scholarship is 2,000 EUROS. The scholarship shall be paid in one lump sum payment.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Matriculated at TalTech and not on academic leave as at the moment of submitting the application;
A good weighted average grade;
Study performance volume at least 30 ECP by the day of submission of the application;
An active attitude to life and a fan of his/her area of specialisation, aiming to become a top specialist in the area;
A possibility of cooperating with AS Eesti Energia; the exact form of cooperation would depend on an agreement between the scholarship student and the sponsor. 
Scholarship requirements
Disciplines
General Engineering & Technology
Locations
Estonia
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
The scholarship shall be applied for and awarded by way of public competition. The competition shall be announced in the newspaper Mente et Manu, on the Internet homepage of the TalTech Development Fund. 
In order to apply for the scholarship, applicants shall have to submit the following (digitally signed) to the Management Board of the Development Fund:
A motivation letter in which the applicant explains how he/she meets the established requirements;
Curriculum Vitae;
An extract from study results (from the Dean’s Office);
A recommendation from a lecturer, a practical training supervisor, a previous employer or the head of a (student) organisation (in which you have been an active contributor).","Tallinn University of Technology (TalTech)
Tallinn , Estonia
Not ranked
Studyportals University Meta Ranking
4.3
Read 59 reviews
Featured by
Tallinn University of Technology (TalTech)"
2123,https://www.mastersportal.com/scholarships/1272/massey-business-school-promising-student-assistance-bursary.html,"About
For students facing financial hardship. You will be an undergraduate or postgraduate student enrolled in a programme of study within the Massey Business School.","Overview
Scholarship type
Merit and need based
Number of scholarships to award
Multiple
Grant
Tuition and fees waiver up to NZD$2,000
Scholarship coverage
tuition fee reduction
Description
These bursaries were established in 2016 and are funded by the Massey Business School Development Fund. At least five bursaries will go to a student in each of the five schools, and one bursary each will be given to Māori, Pasifika and international students.
Applicable programmes
Construction Management
Auckland University of Technology
Auckland, New Zealand
Business Administration
Auckland University of Technology
Auckland, New Zealand
Engineering Project Management
Auckland University of Technology
Auckland, New Zealand
Benefits
The scholarship is worth up to $2,000.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Massey University is looking for students who are facing financial hardship or other circumstances that may hinder them from progressing in their studies.
Scholarship requirements
Disciplines
Business & Management
Locations
New Zealand
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
31 Oct 2024
Applications open: 31 July 2024.
Include the following with your application:
a personal statement, of no more than 400 words, outlining your circumstances and future academic and career plans;
a letter of support from a referee, either academic or character, speaking to the merits of your circumstances;
an academic transcript for any study completed outside of Massey University.","Massey University
Palmerston North , New Zealand
Not ranked
Studyportals University Meta Ranking
4.5
Read 20 reviews
Featured by
Massey University"
2124,https://www.mastersportal.com/scholarships/1835/richard-m-barham-graduate-scholarship.html,"About
The University of Guelph has an extremely generous scholarship program that recognizes academic achievements and supports students in their continuation of study. ","Overview
Scholarship type
Merit based
Number of scholarships to award
One
Grant
Up to $2,000
Scholarship coverage
tuition fee reduction
Description
At first glance, the thought of financing a university education might be overwhelming. University of Guelph believes that a rewarding education from them should be within reach for all qualified students, and the experienced staff are here to help. University of Guelph's priority is to provide you with the best possible financial service and counselling in support of your educational goals.
Established in 2006 by the Mac-FACS-FRAN Alumni Association, the Dean of the College of Social and Applied Human Sciences the Chair of the Department of Family Relations and Applied Nutrition and friends of Dr. Richard M. Barham in honour of his retirement. Dr. Barham was the Dean of the College of Family and Consumer Studies (1983-1994), and retired in 1999.
Applicable programmes
Nutritional Sciences
University of Toronto
Toronto, Canada
Human Nutrition
McGill University
Montréal, Canada
Food Safety and Quality Assurance
University of Guelph
Guelph, Canada
Benefits
The scholarship is worth one award of $2,000.
  Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Entering full-time students in the Department of Family Relations and Applied Nutrition with a minimum of 80% in the last two years of study.
  Scholarship requirements
Disciplines
Multiple disciplines
Locations
Canada
Nationality
Any
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Anytime
There is no application required.
 ","University of Guelph
Guelph , Canada
Not ranked
Studyportals University Meta Ranking
4.5
Read 57 reviews
Featured by
University of Guelph"
2125,https://www.mastersportal.com/scholarships/3993/kiyoko-miyanishi-graduate-geography-scholarship.html,"About
The University of Guelph has an extremely generous scholarship program that recognizes academic achievements and supports students in their continuation of study.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
Up to $2,000
Scholarship coverage
tuition fee reduction
Description
At first glance, the thought of financing a university education might be overwhelming. University of Guelph believes that a rewarding education from them should be within reach for all qualified students, and the experienced staff are here to help. University of Guelph's priority is to provide you with the best possible financial service and counselling in support of your educational goals.
The award will be made on the basis of high academic achievement. In the absence of a qualified international student, the award may be given to an academically-qualified student who is a Canadian citizen or permanent resident.
Applicable programmes
Geography
University of Toronto
Toronto, Canada
Geography
McMaster University
Hamilton, Canada
Geography
University of Toronto
Toronto, Canada
Benefits
The scholarship is worth two awards of $2,000.
  Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
If two deserving students cannot be identified, then one award for the full amount will be given out.
Full-time International students entering any graduate program (M.A., M.Sc. or Ph.D.) and degree specialization in the Department of Geography, Environment and Geomatics.
Scholarship requirements
Disciplines
Geography
Locations
Canada
Nationality
Any
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Anytime
No application is required.","University of Guelph
Guelph , Canada
Not ranked
Studyportals University Meta Ranking
4.5
Read 57 reviews
Featured by
University of Guelph"
2126,https://www.mastersportal.com/scholarships/8230/agriculture-bursary.html,"About
Hartpury University, their partners and other organisations offer a range of financial support packages to eligible students applying for our courses.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
£2,000
Scholarship coverage
tuition fee reduction
Description
In 1948 Hartpury was established as an agricultural further education provider. To celebrate their rich history in agriculture, and support all future agriculture graduates, students enrolling on an agriculture undergraduate or postgraduate degree will receive an award.
Applicable programmes
Sustainable Agriculture and Food Security
Royal Agricultural University
Cirencester, United Kingdom
Agri-food Technology
University of Lincoln
Lincoln, United Kingdom
Agriculture for Sustainable Development
University of Greenwich
Chatham, United Kingdom
Benefits
The bursary is worth a £2,000 reduction in each year tuition fees.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
To be eligible, students must be enrolling on an undergraduate or postgraduate agricultural program. 
Scholarship requirements
Disciplines
Agriculture
Locations
United Kingdom
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Anytime
Automatically awarded to international fee-paying students enrolling on an agriculture degree.","Hartpury University
Gloucester , United Kingdom
Featured by
Hartpury University"
2127,https://www.mastersportal.com/scholarships/7769/elite-athlete-award.html,"About
University of Leicester can support you financially if you are admitted to one of its study programmes as an international student.
University of Leicester awards scholarships, bursaries, tuition fee reductions and discounts that help you cover existing tuition and living costs. ","Overview
Scholarship type
Merit and need based
Number of scholarships to award
Multiple
Grant
Up to £2,000
Scholarship coverage
tuition fee reduction
travel expenses
other
Description
The Elite award was introduced to offer high performance athletes at undergraduate or postgraduate level the opportunity to benefit from a level of support, aimed at assisting each individual to reach their potential.
Applicable programmes
Performance Coaching (Online)
University of Stirling
Stirling, United Kingdom
Sport Management
University of Stirling
Stirling, United Kingdom
International Sport Management (Online)
UCFB x GIS
Manchester, United Kingdom
Benefits
You will be eligible to receive the following.
Complimentary University of Leicester annual sports facility gold membership and Team Leicester club membership.
Limited Physiotherapy support package is offered to each awardee (Delivered at Sports Medicine Clinic, Leicester).
Individualised physical conditioning programme.
Athlete life skills coaching programme.
Provision of kit.
Quality coaching within the Team Leicester environment.
Financial contribution on agreed items up to £2,000 (e.g. travel expenses, equipment, specialist coaching, nutritional advice).
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
The Elite Athlete award is decided by the sports scholarship panel on a case by case basis. Priority will be given to individuals who demonstrate a commitment to represent or play a full part in a respective Team Leicester sport, which features within the British Universities and Colleges Sport (BUCS) Programmes.
The University of Leicester and Sport and Active Life reserve the right to make awards to applicants whose sports fall outside the BUCS sport programmes, if the applicant is currently representing their respective NGB at World, Olympic or Paralympic level.
Scholarship requirements
Disciplines
Sports Management
Locations
United Kingdom
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
All applications will be dealt with by the sport scholarship award panel, so please make sure that you include as much relevant information as possible in your application.","University of Leicester
Leicester , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.3
Read 73 reviews
Featured by
University of Leicester"
2128,https://www.mastersportal.com/scholarships/6892/alma-kuppinger-forman-pe-scholarship.html,"About
For more than seven decades, SWE has given women engineers a unique place and voice within the engineering industry. Their organization is centered around a passion for our members’ success and continues to evolve with the challenges and opportunities reflected in today’s exciting engineering and technology specialties.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
$1,875
Scholarship coverage
tuition fee reduction
Description
Alma Kuppinger Forman, a SWE and Philadelphia Section Charter Member, has been a member of the Philadelphia Section since its inception. She is one of the women engineering students at the Drexel Institute of Technology, now Drexel University, who in November 1946 “organized a society to promote friendship and to help each other with problems.” In the early days when she was a senior and chairman of the SWE group, she had to go to Dr. James Creese, President of the Institute, to get money to sponsor activities such as the 1949 first SWE conference.
In 1949, Alma Kuppinger Forman became the first woman at the Drexel Institute of Technology to receive a degree in Civil engineering. She is a registered Professional Engineer in Pennsylvania.
The Alma Kuppinger Forman Scholarship was formerly a SWE REgion E scholarship.
Applicable programmes
Construction Administration
Columbia University
Manhattan, United States
Petroleum Engineering
University of Texas at Austin
Austin, United States
Building Construction and Facility Management
Georgia Institute of Technology
Atlanta, United States
Benefits
The scholarship is worth $1,875.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
SWE membership required.
Undergraduate students in their sophomore, junior, or senior years and studying any engineering related major at a college or university in New York, New Jersey, Pennsylvania, Delaware, Maryland, or Virginia are eligible to apply.
Class: Sophomore, Junior, Senior, Graduate
Major: Any
Scholarship requirements
Disciplines
Multiple disciplines
Locations
United States
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified","University of Leicester
Leicester , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.3
Read 73 reviews
Featured by
University of Leicester"
2129,https://www.mastersportal.com/scholarships/7917/erasmus-mundus-scholarships.html,"About
The University of Antwerp is a young, dynamic and forward-thinking university. It integrates the assets of its historical roots with its ambition to contribute positively to society.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
Up to €1,800
Scholarship coverage
tuition fee reduction
living expenses
travel expenses
other
Description
Erasmus Mundus is a cooperation and mobility programme in the field of higher education that aims to boost the quality of European higher education and to encourage dialogue and understanding between different people and cultures through academic collaboration. In addition, it contributes to the growth of human resources and the international cooperation capacity of higher education institutions in Third Countries by increasing mobility between the European Union and these countries. This funding scheme is supported by the European Commission.The University of Antwerp is currently involved in two Erasmus Mundus programmess, as partner institution:
Master of Leading International Vaccinology Education (LIVE)
Master of Applied Ecohydrology (MAEH)
Applicable programmes
Biomedical Sciences
KU Leuven
Leuven, Belgium
Bioethics
KU Leuven
Leuven, Belgium
Deglutology
KU Leuven
Leuven, Belgium
Benefits
An Erasmus Mundus Action 2 scholarship includes a monthly subsistence allowance to cover your living expenses, insurance coverage and a return ticket. The scholarship also covers participation fees at the host university for mobility periods of 10 months or more.
Subsistence allowance;
Bachelor & Master: €1,000 per month;
PhD: €1,500 per month;
Postdoc: €1,800 per month;
Insurance coverage;
Return ticket;
Participation fees (up to €3,000 for 10 months).
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
You must:
have a bachelor’s degree (first degree), or be in your last year of bachelor studies;
graduate before the master’s programme starts.
You may also apply if you demonstrate a bachelor’s equivalent level of learning. This must be officially recognised, according to national legislation and practices, in the degree awarding country.
Scholarship requirements
Disciplines
Multiple disciplines
Locations
Belgium
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Anytime
Students apply directly to the institution running their chosen programme.","University of Antwerp
Antwerpen , Belgium
Not ranked
Studyportals University Meta Ranking
4.4
Read 60 reviews
Featured by
University of Antwerp"
2130,https://www.mastersportal.com/scholarships/9437/organ-scholarship.html,"About
Royal Holloway University of London has a great range of scholarships that provide cash awards or a reduction in tuition fees. You'll need to apply for most of their scholarships, but some are awarded automatically if you meet certain criteria.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
£1,500
Scholarship coverage
tuition fee reduction
Description
Organ scholars accompany the Choir of Royal Holloway, performing a weekly lunchtime concert and a weekly service of choral evensong. You will also take responsibility as a conductor with the Founder’s Choir. You will receive training to help with these duties.
Applicable programmes
Music and Sound Technology (Audio Engineering)
University of Hertfordshire
Hatfield, United Kingdom
Music Therapy
University of the West of England (UWE Bristol)
Bristol, United Kingdom
Music Business Management
University of Westminster
London, United Kingdom
Benefits
Cash award worth up to £1,500 a year for skilled organists. 
The cash award is paid at the end of each term and scholarships are normally held for three years.
  Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
These scholarships are available to undergraduate and postgraduate students studying any subject (you don't need to be applying for a music degree). 
Scholarship requirements
Disciplines
Music
Locations
United Kingdom
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Check the choir scholarships website for more information.","Royal Holloway University of London
London , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.4
Read 60 reviews
Featured by
Royal Holloway University of London"
2131,https://www.mastersportal.com/scholarships/6920/mary-jones-berry-scholarship.html,"About
For more than seven decades, SWE has given women engineers a unique place and voice within the engineering industry. Their organization is centered around a passion for our members’ success and continues to evolve with the challenges and opportunities reflected in today’s exciting engineering and technology specialties.","Overview
Scholarship type
Merit based
Number of scholarships to award
One
Grant
$1,500
Scholarship coverage
tuition fee reduction
Description
An expert in solid propellant rocket motor design, Mary Jones serves as a role model for women in the engineering profession. Only the third woman to study Mechanical Engineering at Virginia Polytechnic Institute (also known as Virginia Tech), Mary often tutored her male classmates before graduating with honors in 1962. Mary was the first women licensed as a Professional Engineer in Virginia, and she went on to earn a M.S. in Mechanical Engineering at the George Washington University.
She began her professional career as a structural engineer for Atlantic Research Corporation (ARC, later part of Aerojet Rocketdyne), which developed rocket propulsion systems. 
Mary has been a SWE member since 1961 and was named as a SWE Fellow in 1998 for her contributions in supporting women in engineering. She is a member of the Baltimore Washington Section where she has served as the section President and Section Representative.  Mary started the SWE collegiate section at Virginia Tech and was the advisor for many years.  She is now affiliated with the SWE collegiate section at George Mason University.  She received the SWE Upward Mobility Award in 1992.
Applicable programmes
Materials Science and Engineering
Drexel University College of Engineering
Philadelphia, United States
Materials Science and Engineering
University of Texas at Austin
Austin, United States
Mechanical Engineering
University of California, Berkeley
Berkeley, United States
Benefits
The scholarship is worth $1,500.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Mary endowed this scholarship in 2013 for female engineering graduate students.
Aerospace, Manufacturing, Materials, and Mechanical Engineering majors at Virginia Tech, University of Virginia, Penn State, Georgia Tech, and Purdue are eligible to apply.
Scholarship requirements
Disciplines
Multiple disciplines
Locations
United States
Nationality
Any
Study experience required
Bachelor
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified","Royal Holloway University of London
London , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.4
Read 60 reviews
Featured by
Royal Holloway University of London"
2132,https://www.mastersportal.com/scholarships/6956/novus-biologicals-scholarship.html,"About
The mission of Novus Biologicals, LLC is to accelerate scientific discovery by developing and marketing unique products for the lifesciences. Novus Biologicals is also organized to provide the biological research community with a mechanism for commercializing unique biological materials. ","Overview
Scholarship type
Merit and need based
Number of scholarships to award
One
Grant
$1,500
Scholarship coverage
tuition fee reduction
Description
Research is a critical component for the development and advancement in the life science community. They want to further scientific achievement by helping students who are interested in developing a career in science. The Novus Biologicals Scholarship is for students pursuing education in a science related field (Life Science, Medical Science, Health Science).
Applicable programmes
Child Development-Early Childhood Mental Health
San Diego State University
San Diego, United States
Human Nutrition
Johns Hopkins University
Baltimore, United States
Master of Public Health (Health Promotion) (PhD, MPH)
University of Southern California
Los Angeles, United States
Benefits
A $1,500 (or international currency equivalent) scholarship will be awarded to one student for the fall and spring semesters.
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Applicants must have a major declared in a science related field (Life Science, Medical Science, Health Science).
Enrolled or accepted for enrollment (baccalaureate, graduate, associate degree, or diploma - any level of education above high school).
Open for Schools/Colleges/Institutes within the US, Canada, and European countries only.
No GPA requirement.
Scholarship requirements
Disciplines
Multiple disciplines
Locations
52 countries
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
Fill out the scholarship application form.
Upload the required documents mentioned in the application form.
Once you submit your application, you will receive a confirmation page (not an email). If you did not reach the confirmation page, your submission did not go through. If you did reach the confirmation page, then we received your application.","Royal Holloway University of London
London , United Kingdom
Not ranked
Studyportals University Meta Ranking
4.4
Read 60 reviews
Featured by
Royal Holloway University of London"
2133,https://www.mastersportal.com/scholarships/3107/elering-smart-energy-system-bachelors-or-masters-study-scholarship.html,"About
Tallinn University of Technology offers a wide range of scholarships for graduate students.","Overview
Scholarship type
Merit based
Number of scholarships to award
Multiple
Grant
One off payment of EUR 1,500.
Scholarship coverage
tuition fee reduction
Description
The Elering – Smart Energy System Scholarship is intended for one bachelor’s student and one master’s student studying the School of Information Technologies, who meets the requirements.
Applicable programmes
Technology Governance and Sustainability
Tallinn University of Technology (TalTech)
Tallinn, Estonia
Software Engineering
University of Tartu
Tartu, Estonia
Computer Science
University of Tartu
Tartu, Estonia
Benefits
The amount of the bachelor’s study scholarship is 1,500 EUROS and master’s study scholarship is 2,000 EUROS. The scholarship shall be paid in one lump sum payment. 
Financing
Interested in financing your studies? Find a student loan that works for you.
Prodigy Finance
Student loans to cover up to 100% of tuition and living costs
Learn more
© Prodigy Finance Limited 2007 - 2022. All Rights Reserved. Prodigy Finance Limited is incorporated in the United Kingdom (Company Number 05912562) with its registered address at 85 Great Portland Street, London, W1W 7LT and registered with the Office of the Information Commissioner (Reg. No. Z9851854). Prodigy Finance is authorised and regulated by the Financial Conduct Authority (firm registration number 709641) for certain consumer credit activities. Prodigy Finance loans are offered to eligible borrowers and these loans are governed by English law.","Eligibility
Matriculated at TalTech and not on academic leave as at the moment of submitting the application;
Weighted average grade at least 3,5;
Study performance volume at least 30 ECP by the day of submission of the application;
The ambition to contribute to the development of a sustainable, climate-neutral, and digital energy economy, and the ambition to become a top specialist in the field;
Smart energy system-related Bachelor`s or Master`s thesis project that draws attention or helps solve any energy system or consumption management; smart and safe data exchange or data processing related problems;
Possibility of cooperating with Elering; the exact form of cooperation would depend on an agreement between the scholarship student and the sponsor. 
Scholarship requirements
Disciplines
Information Technology (IT)
Locations
Estonia
Nationality
Any
Study experience required
High school
Age
Unknown
Duolingo English Test
Fast, Affordable, and Accepted Worldwide by 4,000+ Universities!
Practice for free!","Application
Application deadline
Not specified
The scholarship shall be applied for and awarded by way of public competition. The competition shall be announced via various information channels of TalTech.
In order to apply for the scholarship, applicants shall have to submit the following (digitally signed) to the Management Board of the Development Fund:
A motivational letter, where the student justifies his/her compliance with the stated assumptions;
Curriculum Vitae;
An extract from study results (from the Dean’s Office);
A recommendation from a lecturer, a practical training supervisor, a previous employer or the head of a (student) organisation (in which you have been an active contributor);
Final thesis project and its brief description, where the researched topic is outlined potential value for a smart energy system. ","Tallinn University of Technology (TalTech)
Tallinn , Estonia
Not ranked
Studyportals University Meta Ranking
4.3
Read 59 reviews
Featured by
Tallinn University of Technology (TalTech)"
